,timestamp_utc,pos_x_vision_body,pos_y_vision_body,pos_z_vision_body,quat_x_vision_body,quat_y_vision_body,quat_z_vision_body,quat_w_vision_body,vel_linear_x_body,vel_linear_y_body,vel_linear_z_body,vel_angular_x_body,vel_angular_y_body,vel_angular_z_body,fl.hx_pos,fl.hx_vel,fl.hx_acc,fl.hx_load,fl.hy_pos,fl.hy_vel,fl.hy_acc,fl.hy_load,fl.kn_pos,fl.kn_vel,fl.kn_acc,fl.kn_load,fr.hx_pos,fr.hx_vel,fr.hx_acc,fr.hx_load,fr.hy_pos,fr.hy_vel,fr.hy_acc,fr.hy_load,fr.kn_pos,fr.kn_vel,fr.kn_acc,fr.kn_load,hl.hx_pos,hl.hx_vel,hl.hx_acc,hl.hx_load,hl.hy_pos,hl.hy_vel,hl.hy_acc,hl.hy_load,hl.kn_pos,hl.kn_vel,hl.kn_acc,hl.kn_load,hr.hx_pos,hr.hx_vel,hr.hx_acc,hr.hx_load,hr.hy_pos,hr.hy_vel,hr.hy_acc,hr.hy_load,hr.kn_pos,hr.kn_vel,hr.kn_acc,hr.kn_load
0,09-21-2023_20-17-56-560,-5.3379011154174805,-0.770535945892334,-0.34830737113952637,0.000985173974186182,-0.0026046496350318193,-0.7014383673667908,0.7127248644828796,-2.5912595447152853e-06,-0.0003658279892988503,-0.00034324853913858533,-0.0017011514864861965,-0.00019397109281271696,-0.0002774577878881246,0.012065187096595764,0.01165693998336792,2.6292219161987305,-7.674623966217041,0.8673553466796875,-0.0014430865412577987,-2.1487488746643066,3.046870708465576,-1.5346511602401733,-0.012995402328670025,-3.785043716430664,16.880861282348633,-0.012514515779912472,0.011616145260632038,-2.0357508659362793,6.18578577041626,0.8823729157447815,-0.003732871264219284,-4.612911701202393,3.966507911682129,-1.5566586256027222,-0.01190462987869978,-2.264930486679077,18.21500587463379,0.005501612089574337,0.004792612511664629,-2.242814540863037,-6.1217942237854,0.8829613924026489,-0.000294576573651284,-0.6094428300857544,-3.3068716526031494,-1.5375478267669678,-0.01797138713300228,0.6403883099555969,15.653660774230957,-0.01260831393301487,-0.003930636215955019,-0.20485103130340576,7.395450115203857,0.8788220286369324,-0.006296987179666758,0.4331386089324951,-2.159296751022339,-1.54115629196167,-0.047869134694337845,2.0852432250976562,15.630599021911621
1,09-21-2023_20-17-56-617,-5.337904930114746,-0.7704124450683594,-0.34823617339134216,0.0009842629078775644,-0.002595558762550354,-0.7014467716217041,0.7127165198326111,-0.0005470449104905128,-0.0005545782623812556,-0.0005738657200708985,-0.0029213109519332647,-0.002078357618302107,0.0018340165261179209,0.012058761902153492,-0.0064542475156486034,0.5967224836349487,-7.680060386657715,0.8673553466796875,0.010188136249780655,1.371120810508728,3.030698776245117,-1.5346671342849731,-0.017504490911960602,2.437218427658081,16.880834579467773,-0.012508098967373371,-0.0037450490053743124,3.159205436706543,6.18578577041626,0.8823665380477905,0.016902094706892967,0.639086127281189,3.9449832439422607,-1.556674599647522,-0.007227233145385981,1.4874908924102783,18.214967727661133,0.005507956724613905,0.0049952794797718525,0.0030182881746441126,-6.1217942237854,0.8829548954963684,0.0025584164541214705,-1.6455849409103394,-3.3174049854278564,-1.5375319719314575,0.018341064453125,-6.599533557891846,15.602886199951172,-0.012614757753908634,0.002230442129075527,0.2885047197341919,7.390142917633057,0.8788028359413147,-0.009351535700261593,-3.8229050636291504,-2.1699955463409424,-1.54115629196167,-0.04224557802081108,3.778106212615967,15.643620491027832
2,09-21-2023_20-17-56-677,-5.337924480438232,-0.7713718414306641,-0.34836333990097046,0.0009757908992469311,-0.0025942509528249502,-0.7014383673667908,0.7127249240875244,-0.0004925075336359441,-0.0001817344455048442,-0.00016791420057415962,-0.0015155310975387692,-0.0011869585141539574,0.0012882924638688564,0.01205233670771122,-0.003358507063239813,0.08352016657590866,-7.674623966217041,0.867348849773407,0.004743511788547039,-0.5775771141052246,3.04148006439209,-1.5346511602401733,0.009854634292423725,-0.6336842179298401,16.893781661987305,-0.012514515779912472,0.00934541504830122,1.9675776958465576,6.175284385681152,0.88236004114151,-0.012113302946090698,-1.6457961797714233,3.950364351272583,-1.556674599647522,0.011518074199557304,-1.4382134675979614,18.201759338378906,0.0055143688805401325,0.004288778640329838,-2.3011608123779297,-6.127261161804199,0.8829677104949951,0.00495328102260828,-0.3306715190410614,-3.3279383182525635,-1.5374997854232788,0.004304828122258186,0.7416958212852478,15.602937698364258,-0.012601937167346478,0.000503536022733897,-0.585520327091217,7.390142917633057,0.8788220286369324,-0.0070960489101707935,-0.19462232291698456,-2.1699955463409424,-1.5411721467971802,-0.02788197062909603,0.830964982509613,15.6566162109375
3,09-21-2023_20-17-56-731,-5.33791971206665,-0.7712769508361816,-0.34827932715415955,0.0009657006594352424,-0.0025944784283638,-0.7014447450637817,0.7127184867858887,-0.0005674954154528677,-0.0004396061412990093,-0.00026636809343472123,-0.003716481616720557,0.0030154711566865444,0.003018761985003948,0.012065187096595764,0.0026366848032921553,-0.7785767316818237,-7.674623966217041,0.8673553466796875,0.004490717314183712,-0.19271956384181976,3.057651996612549,-1.5346671342849731,0.00855104811489582,0.03317718952894211,16.880834579467773,-0.012527350336313248,-0.007488849572837353,-1.7793344259262085,6.18578577041626,0.8823792934417725,-0.0010841164039447904,-0.5051311254501343,3.9611268043518066,-1.5566586256027222,-0.01427107211202383,-0.4638637900352478,18.21500587463379,0.005507956724613905,-0.015200394205749035,0.3892403542995453,-6.138195514678955,0.8829548954963684,0.0008541604620404541,-3.2481117248535156,-3.3174049854278564,-1.5375319719314575,0.019036754965782166,4.3730268478393555,15.615585327148438,-0.012601937167346478,-0.01034298725426197,7.271828651428223,7.384835720062256,0.8788220286369324,0.004766006022691727,-1.8952580690383911,-2.1485977172851562,-1.54115629196167,0.005915786139667034,-1.8225476741790771,15.65664291381836
4,09-21-2023_20-17-56-794,-5.3377580642700195,-0.7698812484741211,-0.3478601574897766,0.0009581562480889261,-0.002597787184640765,-0.7014393210411072,0.7127239108085632,-0.00029552876367233694,5.115623935125768e-05,-0.0002510257181711495,-0.002913051750510931,0.0006150889676064253,0.0025405278429389,0.012065187096595764,0.0003222095256205648,0.5854214429855347,-7.680060386657715,0.8673360347747803,-0.0039175041019916534,0.5027761459350586,3.04148006439209,-1.5346671342849731,0.003458427730947733,0.2308925837278366,16.880834579467773,-0.012540116906166077,-0.008577038533985615,-0.24966467916965485,6.18578577041626,0.8823536038398743,-0.012032678350806236,-2.7420575618743896,3.9449832439422607,-1.5566586256027222,0.006994652096182108,-3.0356550216674805,18.228214263916016,0.0054951999336481094,-0.008736240677535534,-1.535395860671997,-6.1108598709106445,0.8829358816146851,-0.020389217883348465,0.9608204960823059,-3.3068716526031494,-1.5375319719314575,0.008826053701341152,3.4304239749908447,15.615585327148438,-0.012621201574802399,-0.001538961660116911,-0.9870951175689697,7.400757312774658,0.8788220286369324,-0.0035933912731707096,-0.6534450054168701,-2.1699955463409424,-1.5411882400512695,-0.04848041012883186,-6.579701900482178,15.630546569824219
5,09-21-2023_20-17-56-854,-5.33774471282959,-0.769965648651123,-0.3478843867778778,0.000957701588049531,-0.0026022454258054495,-0.7014337778091431,0.7127293944358826,-0.0003852632362395525,-0.00022175395861268044,-0.00028421517345122993,-0.0024239164777100086,0.0016692873323336244,0.0016037437599152327,0.012071612291038036,-6.444164318963885e-05,1.1866536140441895,-7.674623966217041,0.867342472076416,0.01431265939027071,0.5091037750244141,3.046870708465576,-1.5346671342849731,-0.0015920004807412624,3.3491079807281494,16.90667724609375,-0.012527350336313248,-0.007265300024300814,-2.015188455581665,6.18578577041626,0.882385790348053,0.015497773885726929,-0.10226337611675262,3.966507911682129,-1.5566586256027222,0.012339042499661446,2.7561421394348145,18.21500587463379,0.005507956724613905,0.01638929173350334,-2.7857353687286377,-6.105392932891846,0.8829421997070312,-0.007587526924908161,-1.561008095741272,-3.312138319015503,-1.5375319719314575,0.010021788068115711,-9.991230964660645,15.602886199951172,-0.01260831393301487,0.0075276074931025505,-3.07716965675354,7.390142917633057,0.8788028359413147,0.004462466109544039,-3.2065019607543945,-2.153947114944458,-1.54115629196167,-0.01682073436677456,-1.0154938697814941,15.617576599121094
6,09-21-2023_20-17-56-917,-5.3377556800842285,-0.7698459625244141,-0.34789255261421204,0.000967718253377825,-0.002590478863567114,-0.7014421820640564,0.7127211093902588,-0.0008933668141253293,-0.000315892044454813,-0.00032657478004693985,-0.0027713158633559942,-6.769387982785702e-05,0.0037577867042273283,0.012058761902153492,0.019481195136904716,-1.5382951498031616,-7.663750171661377,0.8673296570777893,-0.0015408946201205254,-2.461580991744995,3.046870708465576,-1.5346511602401733,-0.01036430150270462,2.367013931274414,16.906705856323242,-0.012520933523774147,-0.014646620489656925,1.690299153327942,6.191036224365234,0.88236004114151,-0.0004937831545248628,-2.2095720767974854,3.971889019012451,-1.5566266775131226,0.0016597401117905974,4.25605583190918,18.215078353881836,0.005501612089574337,-0.001887236605398357,1.2670261859893799,-6.1217942237854,0.8829548954963684,0.003081655828282237,1.6959210634231567,-3.3174049854278564,-1.5375478267669678,0.029664475470781326,-2.1978518962860107,15.640962600708008,-0.012614757753908634,-0.007818867452442646,-2.3080484867095947,7.400757312774658,0.8788028359413147,-0.010966920293867588,-1.4244250059127808,-2.1485977172851562,-1.54115629196167,0.036454636603593826,-5.1827311515808105,15.617576599121094
7,09-21-2023_20-17-56-980,-5.338350296020508,-0.7712912559509277,-0.34825262427330017,0.0009595148731023073,-0.0026046985294669867,-0.7014437913894653,0.7127195000648499,-0.0005625562043860555,5.0628907047212124e-05,-0.0003314883215352893,-0.003804114880040288,0.0034022300969809294,0.0022913862485438585,0.012071612291038036,0.013377241790294647,-2.935340404510498,-7.669187068939209,0.867342472076416,0.0038705109618604183,0.05347093567252159,3.046870708465576,-1.5346671342849731,-0.01117220800369978,1.2740801572799683,16.86791229248047,-0.012527350336313248,0.0021084733307361603,-0.7433527112007141,6.175284385681152,0.8823665380477905,0.009071281179785728,-0.33196204900741577,3.971889019012451,-1.5566426515579224,-0.0017930811736732721,4.119987964630127,18.201831817626953,0.0054951999336481094,0.0069718677550554276,-0.08591107279062271,-6.1217942237854,0.8829485774040222,0.001092310412786901,-0.7198770046234131,-3.312138319015503,-1.5375158786773682,0.014896740205585957,-0.3209688067436218,15.641013145446777,-0.012595493346452713,-0.004119075369089842,3.8427369594573975,7.406064033508301,0.8788349032402039,0.007475671358406544,-2.5008862018585205,-2.1646461486816406,-1.54115629196167,-0.010380138643085957,-5.308500289916992,15.643620491027832
8,09-21-2023_20-17-57-034,-5.338347434997559,-0.7712883949279785,-0.3480270802974701,0.0009376775706186891,-0.0025981683284044266,-0.701444149017334,0.712719202041626,-0.00026707741199061275,-0.00041857396718114614,0.00011654957052087411,-0.0004665193264372647,0.0008826202247291803,0.0013945053797215223,0.012071612291038036,0.0028801006264984608,1.3899744749069214,-7.674623966217041,0.8673233389854431,-0.0037920232862234116,0.10752077400684357,3.046870708465576,-1.5346351861953735,-0.023671932518482208,-1.480591058731079,16.880889892578125,-0.012533700093626976,-0.009467970579862595,-1.9378620386123657,6.196286678314209,0.8823665380477905,-0.007071546278893948,1.7626513242721558,3.9396021366119385,-1.556674599647522,-0.00926358811557293,-0.654046356678009,18.214967727661133,0.005501612089574337,-0.015360063873231411,-0.15261439979076385,-6.1217942237854,0.8829548954963684,-0.0025276152882725,2.1346397399902344,-3.312138319015503,-1.5375319719314575,0.0323672741651535,-6.254322052001953,15.640986442565918,-0.012614757753908634,-0.0032719809096306562,0.9663304686546326,7.384835720062256,0.8788285255432129,-0.006864236667752266,0.0733247622847557,-2.153947114944458,-1.5411882400512695,0.004682136699557304,-2.2406928539276123,15.656590461730957
9,09-21-2023_20-17-57-094,-5.338283538818359,-0.7707228660583496,-0.3477623760700226,0.0009337573428638279,-0.002606162568554282,-0.7014471888542175,0.712716281414032,-0.00015998849994502962,-0.00031169402063824236,-1.1037980584660545e-05,-0.00011972180800512433,-0.00012000315473414958,0.0014693718403577805,0.012058761902153492,-0.00415495689958334,0.7669556736946106,-7.669187068939209,0.8673360347747803,0.008182918652892113,-2.7220585346221924,3.046870708465576,-1.5346511602401733,0.0038549250457435846,-1.4356225728988647,16.893781661987305,-0.012527350336313248,0.010491537861526012,0.2540900409221649,6.175284385681152,0.882385790348053,0.014328385703265667,1.936880350112915,3.9557454586029053,-1.5566586256027222,-0.003789786249399185,1.131089448928833,18.188589096069336,0.0055143688805401325,0.008175703696906567,4.171981334686279,-6.1217942237854,0.8829613924026489,0.0046103475615382195,1.6056642532348633,-3.312138319015503,-1.5375319719314575,0.013354215770959854,-12.299844741821289,15.615585327148438,-0.01260831393301487,0.006132044829428196,-1.6526992321014404,7.390142917633057,0.8788220286369324,-0.005289765540510416,3.177659273147583,-2.153947114944458,-1.5411721467971802,-0.01743016205728054,7.02154016494751,15.643593788146973
