,timestamp_utc,pos_x_vision_body,pos_y_vision_body,pos_z_vision_body,quat_x_vision_body,quat_y_vision_body,quat_z_vision_body,quat_w_vision_body,vel_linear_x_body,vel_linear_y_body,vel_linear_z_body,vel_angular_x_body,vel_angular_y_body,vel_angular_z_body,pos_x_vision_april,pos_y_vision_april,pos_z_vision_april,quat_x_vision_april,quat_y_vision_april,quat_z_vision_april,quat_w_vision_april,fl.hx_pos,fl.hx_vel,fl.hx_acc,fl.hx_load,fl.hy_pos,fl.hy_vel,fl.hy_acc,fl.hy_load,fl.kn_pos,fl.kn_vel,fl.kn_acc,fl.kn_load,fr.hx_pos,fr.hx_vel,fr.hx_acc,fr.hx_load,fr.hy_pos,fr.hy_vel,fr.hy_acc,fr.hy_load,fr.kn_pos,fr.kn_vel,fr.kn_acc,fr.kn_load,hl.hx_pos,hl.hx_vel,hl.hx_acc,hl.hx_load,hl.hy_pos,hl.hy_vel,hl.hy_acc,hl.hy_load,hl.kn_pos,hl.kn_vel,hl.kn_acc,hl.kn_load,hr.hx_pos,hr.hx_vel,hr.hx_acc,hr.hx_load,hr.hy_pos,hr.hy_vel,hr.hy_acc,hr.hy_load,hr.kn_pos,hr.kn_vel,hr.kn_acc,hr.kn_load
0,09-22-2023_20-08-36-147,1.435949640251663,-0.45826461586787903,0.20823142959675256,-0.0007087847916409373,0.002067625056952238,0.6795250177383423,0.7336490750312805,-0.00043225433910265565,-0.0008237612200900912,-0.0002953800722025335,-0.0027500088326632977,0.003168785013258457,0.0014022390823811293,,,,,,,,0.004962001461535692,0.005009551998227835,1.1751123666763306,-2.921872138977051,0.5874919295310974,-0.002061864361166954,-0.4674605429172516,-1.502072811126709,-1.0201283693313599,-0.015059500001370907,6.611947059631348,9.025368690490723,-0.006206387188285589,0.003247151616960764,-1.635589838027954,3.203899621963501,0.5845575928688049,0.011445381678640842,0.5529581904411316,2.036592721939087,-1.0509403944015503,0.0018176455050706863,0.10866355895996094,11.708976745605469,0.004064615815877914,0.005127351731061935,0.2564745545387268,-5.147886753082275,0.5677953958511353,-0.00258495076559484,-0.9607855081558228,2.484921455383301,-1.0194777250289917,0.11429388076066971,-7.261502265930176,12.555936813354492,-0.005343282129615545,-0.0019243831047788262,-1.461759090423584,4.2707366943359375,0.5864937901496887,-0.003070188220590353,-1.7808454036712646,1.3593791723251343,-1.031746745109558,0.003996878396719694,4.636352062225342,13.079493522644043
1,09-22-2023_20-08-36-240,1.4359407320991742,-0.45825325693459507,0.2081843939681278,-0.00071087566902861,0.002068635541945696,0.679517924785614,0.7336558699607849,-0.0005108795594424009,-0.00030478276312351227,-0.0001173424388980493,-0.0012502465397119522,0.002635666634887457,0.002282527508214116,,,,,,,,0.00497478386387229,0.002810730366036296,2.174318313598633,-2.9381823539733887,0.5874854326248169,-0.011785546317696571,2.678727388381958,-1.4912915229797363,-1.0201444625854492,-0.0061863986775279045,-1.8962057828903198,8.990047454833984,-0.006200037896633148,-0.00038616088568232954,-0.6724872589111328,3.2091500759124756,0.5845767259597778,0.009972212836146355,-2.2253122329711914,2.020449161529541,-1.0509403944015503,-0.003025054931640625,-0.5266003608703613,11.696710586547852,0.004071095492690802,-0.0022789256181567907,-0.41199788451194763,-5.16428804397583,0.5678080916404724,0.00920917559415102,-1.1529970169067383,2.484921455383301,-1.0194777250289917,-0.054007649421691895,-10.77189826965332,12.555936813354492,-0.005343282129615545,-0.000377373507944867,1.7938297986984253,4.276043891906738,0.5865066647529602,0.0005848185974173248,1.1855131387710571,1.3754276037216187,-1.0316988229751587,0.0027639216277748346,-0.9313251376152039,13.067231178283691
2,09-22-2023_20-08-36-309,1.4359486968875814,-0.45825958125080724,0.20818527619621147,-0.0007029594271443784,0.0020665274932980537,0.6795204281806946,0.7336533069610596,-0.00029740107129327953,-0.000563913316000253,-0.00021178688621148467,-0.00013968191342428327,0.000696739589329809,0.003113296115770936,,,,,,,,0.004962001461535692,-0.007072370499372482,0.037537503987550735,-2.921872138977051,0.5874791145324707,0.011188189499080181,-2.1608848571777344,-1.48590087890625,-1.0201444625854492,0.0035744868218898773,4.525336265563965,9.02543830871582,-0.006187271326780319,0.0019022005144506693,0.2591496706008911,3.2091500759124756,0.5845510959625244,0.011551352217793465,-0.2414608895778656,2.0150680541992188,-1.0509562492370605,0.0008325288654305041,1.5970300436019897,11.672262191772461,0.004064615815877914,-0.00960703194141388,-0.21079327166080475,-5.169754981994629,0.5677825808525085,-0.01551660243421793,0.8820168375968933,2.495454788208008,-1.0194777250289917,0.0394795723259449,-2.9854557514190674,12.555936813354492,-0.005343282129615545,-0.0068689328618347645,-2.1941936016082764,4.297272205352783,0.5865066647529602,0.006125587038695812,-0.00712326355278492,1.3754276037216187,-1.0316828489303589,-0.04240579158067703,2.289086103439331,13.079094886779785
3,09-22-2023_20-08-36-381,1.4359479382923468,-0.4582588219330961,0.2082775684734394,-0.0007072053849697113,0.0020799587946385145,0.6795141696929932,0.7336591482162476,-0.0005766422254964709,-0.00022496661404147744,-0.00047145257121883333,-0.0033796760253608227,0.0030424066353589296,0.0013192242477089167,,,,,,,,0.0049683586694300175,0.0032590979244560003,-0.2121732532978058,-2.9381823539733887,0.5874727368354797,-0.005251195747405291,-0.052242208272218704,-1.502072811126709,-1.0201283693313599,0.017708981409668922,-0.1738666594028473,8.989977836608887,-0.006187271326780319,0.0096476124599576,0.2174556404352188,3.203899621963501,0.5845510959625244,-0.007000403944402933,0.7622672915458679,2.041973829269409,-1.0509403944015503,0.011762214824557304,-2.001786231994629,11.684444427490234,0.00407744012773037,0.010286243632435799,-1.4992960691452026,-5.16428804397583,0.5677953958511353,0.002760028699412942,-2.729640245437622,2.4796547889709473,-1.0194618701934814,0.029694991186261177,-0.2976630628108978,12.532648086547852,-0.005336906295269728,0.01118056382983923,1.0792784690856934,4.276043891906738,0.586474597454071,-0.006536133121699095,-2.731145143508911,1.3754276037216187,-1.0316988229751587,-0.027865324169397354,-9.078325271606445,13.079195976257324
4,09-22-2023_20-08-36-474,1.435926688973007,-0.45825714751517943,0.20830877751600574,-0.0007153330952860415,0.0020778642501682043,0.6795205473899841,0.7336532473564148,-0.0004211764899082482,-0.0004141992540098727,-0.00022143397654872388,-0.003975788597017527,0.004018933512270451,0.002364804968237877,,,,,,,,0.00497478386387229,0.007491428405046463,1.2001724243164062,-2.9327456951141357,0.5874854326248169,-0.007650238461792469,-1.2981678247451782,-1.4966821670532227,-1.0201444625854492,-0.011215557344257832,2.05474853515625,9.02543830871582,-0.006180854048579931,0.009475800208747387,-0.48153597116470337,3.219651460647583,0.5845510959625244,0.0033498923294246197,-1.1064929962158203,2.0150680541992188,-1.0509403944015503,-0.002925063716247678,1.1463570594787598,11.696710586547852,0.0040582711808383465,-0.006124670617282391,1.821767807006836,-5.169754981994629,0.5678017735481262,0.019690414890646935,-0.88463294506073,2.495454788208008,-1.0194777250289917,0.038831308484077454,2.213249921798706,12.555936813354492,-0.005324086174368858,0.016078870743513107,-0.36537298560142517,4.28665828704834,0.5865066647529602,0.0007976257475093007,-1.3788422346115112,1.38077712059021,-1.0316828489303589,0.014731667935848236,1.2932369709014893,13.055166244506836
5,09-22-2023_20-08-36-540,1.4359272714557438,-0.45826046035509316,0.20830836707455314,-0.0007154860068112612,0.0020778407342731953,0.6795322299003601,0.7336423993110657,-0.0002084322040900588,-0.000490659789647907,-0.0004375396529212594,-0.004004418849945068,0.0026702345348894596,0.0009777015075087547,,,,,,,,0.0049683586694300175,-0.012834424152970314,0.8593329787254333,-2.927309036254883,0.5874727368354797,-0.0031486281659454107,-1.584883213043213,-1.4966821670532227,-1.0201444625854492,0.005702567752450705,9.116732597351074,9.013641357421875,-0.00619362061843276,0.003782854415476322,1.026462435722351,3.2091500759124756,0.5845316648483276,-0.01319754309952259,-0.1877027451992035,2.0150680541992188,-1.0509403944015503,0.005552350077778101,1.0220760107040405,11.708976745605469,0.00407744012773037,-0.0013794908300042152,1.6725517511367798,-5.175222396850586,0.5678017735481262,-0.005301457829773426,1.9058023691177368,2.4901881217956543,-1.019493818283081,0.0033934623934328556,-0.43211451172828674,12.544443130493164,-0.005330462474375963,0.002034698147326708,-2.4305660724639893,4.28665828704834,0.5865002870559692,-0.0004436217132024467,-0.5436950922012329,1.354029655456543,-1.0317307710647583,-0.006469727028161287,-4.569680690765381,13.043501853942871
6,09-22-2023_20-08-36-618,1.4359257327973334,-0.45826825903534407,0.20826800360204237,-0.0007120331865735352,0.002070009708404541,0.6795323491096497,0.7336422204971313,0.00011215091217309237,-0.0006927865906618536,-0.0006206886610016227,-0.0039191157557070255,0.0009175657760351896,4.4105981942266226e-05,,,,,,,,0.0049683586694300175,-0.0085171889513731,-0.9586612582206726,-2.9436192512512207,0.5874791145324707,-0.010002534836530685,1.5756210088729858,-1.4912915229797363,-1.0201444625854492,0.02214512601494789,-0.5021805763244629,9.013641357421875,-0.006200037896633148,0.004940073471516371,0.6732266545295715,3.203899621963501,0.5845510959625244,0.021342981606721878,-5.524312973022461,2.0096869468688965,-1.0509403944015503,0.0037841799203306437,-7.3621110916137695,11.696710586547852,0.004064615815877914,-0.002522188238799572,0.770893394947052,-5.169754981994629,0.5677953958511353,-0.005663747433573008,0.26084813475608826,2.5007214546203613,-1.019493818283081,4.8716865421738476e-05,-4.7196149826049805,12.567631721496582,-0.005330462474375963,0.009532153606414795,1.283814549446106,4.276043891906738,0.5864810943603516,-0.0011293728603050113,-1.323660135269165,1.3754276037216187,-1.0316828489303589,-0.0011550438357517123,-4.416173458099365,13.067130088806152
7,09-22-2023_20-08-36-681,1.4359178157245396,-0.45828706177574363,0.20826591591466778,-0.0007109604775905609,0.0020616380497813225,0.679542064666748,0.7336334586143494,-0.0006366351153701544,-0.000896523823030293,-0.0003054195549339056,-0.002948082983493805,0.0018143918132409453,0.0020846230909228325,,,,,,,,0.004962001461535692,-0.003813427174463868,-0.7317553162574768,-2.9327456951141357,0.5874982476234436,0.0026047667488455772,-1.735361099243164,-1.4751195907592773,-1.0201283693313599,-0.012075712904334068,-4.1824564933776855,9.025368690490723,-0.006200037896633148,-0.00277993967756629,-3.044245481491089,3.2091500759124756,0.5845639705657959,0.004519404377788305,2.973644733428955,2.0258302688598633,-1.0509082078933716,-0.001612807740457356,1.5798307657241821,11.708807945251465,0.00407744012773037,0.009677564725279808,1.7268288135528564,-5.186156272888184,0.5677953958511353,0.0039948453195393085,-2.0705838203430176,2.4796547889709473,-1.019493818283081,-0.015198216773569584,0.7923071384429932,12.544443130493164,-0.005336906295269728,0.0022763139568269253,-1.4929509162902832,4.276043891906738,0.5864937901496887,-0.012820799835026264,2.0800912380218506,1.38077712059021,-1.0317307710647583,-0.004692309536039829,3.3568553924560547,13.079395294189453
8,09-22-2023_20-08-36-744,1.4350987074841437,-0.4581084923859824,0.20824822134568916,-0.0006989233079366386,0.0020700176246464252,0.679543137550354,0.7336324453353882,-9.479268919676542e-05,-0.0008806705591268837,-0.0006127927917987108,-0.0041605569422245026,0.004897377919405699,0.001230789814144373,,,,,,,,0.0049683586694300175,-0.0046464186161756516,-1.3396676778793335,-2.9327456951141357,0.5874919295310974,0.00744963064789772,1.4272401332855225,-1.4966821670532227,-1.0201283693313599,0.008214546367526054,3.216954231262207,9.025368690490723,-0.006212804466485977,-0.003911906387656927,-1.747787594795227,3.2144007682800293,0.5845639705657959,0.006345683243125677,2.083454132080078,2.020449161529541,-1.0509562492370605,0.0006861253641545773,3.9052090644836426,11.684528350830078,0.0040582711808383465,0.000702743127476424,-3.9186246395111084,-5.158821105957031,0.5677953958511353,-0.008975646458566189,2.862870693206787,2.4901881217956543,-1.019493818283081,-0.010460478253662586,0.436479389667511,12.544443130493164,-0.00534972595050931,-0.009550044313073158,-0.7479846477508545,4.28665828704834,0.5865002870559692,0.00025943221407942474,2.5687620639801025,1.38077712059021,-1.0317307710647583,-0.04377608001232147,-4.845752239227295,13.067431449890137
9,09-22-2023_20-08-36-813,1.4350994508752497,-0.4581032623100112,0.2082479250640885,-0.0007059541530907154,0.0020655656699091196,0.6795408725738525,0.7336345314979553,-0.00018991026445291936,-0.0006493236869573593,-0.0003825657768175006,-0.0027770488522946835,-0.0013818591833114624,0.0017954346258193254,,,,,,,,0.00495557626709342,0.01661340892314911,-4.089120864868164,-2.927309036254883,0.5874791145324707,-0.003716495120897889,1.3993628025054932,-1.48590087890625,-1.0201444625854492,0.026516078040003777,1.2080559730529785,9.013641357421875,-0.00619362061843276,0.022988412529230118,-2.088809013366699,3.219651460647583,0.5845381617546082,-0.008851749822497368,0.4463859498500824,2.036592721939087,-1.050924301147461,0.015209313482046127,5.710890769958496,11.696627616882324,0.0040582711808383465,-0.006052905227988958,0.44262364506721497,-5.16428804397583,0.5677953958511353,0.003955251071602106,4.245821475982666,2.484921455383301,-1.0194777250289917,0.05712012201547623,-0.7001564502716064,12.53274917602539,-0.005324086174368858,0.001145864138379693,3.300654172897339,4.291965007781982,0.5864937901496887,0.0016582413809373975,0.2888972759246826,1.3700780868530273,-1.031666874885559,0.006057277321815491,9.522347450256348,13.067031860351562
