,timestamp_utc,pos_x_vision_body,pos_y_vision_body,pos_z_vision_body,quat_x_vision_body,quat_y_vision_body,quat_z_vision_body,quat_w_vision_body,vel_linear_x_body,vel_linear_y_body,vel_linear_z_body,vel_angular_x_body,vel_angular_y_body,vel_angular_z_body,pos_x_vision_april,pos_y_vision_april,pos_z_vision_april,quat_x_vision_april,quat_y_vision_april,quat_z_vision_april,quat_w_vision_april,fl.hx_pos,fl.hx_vel,fl.hx_acc,fl.hx_load,fl.hy_pos,fl.hy_vel,fl.hy_acc,fl.hy_load,fl.kn_pos,fl.kn_vel,fl.kn_acc,fl.kn_load,fr.hx_pos,fr.hx_vel,fr.hx_acc,fr.hx_load,fr.hy_pos,fr.hy_vel,fr.hy_acc,fr.hy_load,fr.kn_pos,fr.kn_vel,fr.kn_acc,fr.kn_load,hl.hx_pos,hl.hx_vel,hl.hx_acc,hl.hx_load,hl.hy_pos,hl.hy_vel,hl.hy_acc,hl.hy_load,hl.kn_pos,hl.kn_vel,hl.kn_acc,hl.kn_load,hr.hx_pos,hr.hx_vel,hr.hx_acc,hr.hx_load,hr.hy_pos,hr.hy_vel,hr.hy_acc,hr.hy_load,hr.kn_pos,hr.kn_vel,hr.kn_acc,hr.kn_load
0,09-22-2023_18-50-16-237,1.2264040575794064,-0.1871377232905428,0.25508390389289287,-0.0022200036328285933,0.0021111764945089817,0.6374323964118958,0.7705002427101135,0.00011619157157838345,-0.0004453920410014689,-0.0004984254483133554,-0.003903415985405445,0.0009064842015504837,0.002313680713996291,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011630035005509853,0.00505078537389636,-2.753624200820923,-5.633303642272949,0.8744539618492126,0.0028110146522521973,-1.4901076555252075,1.763834834098816,-1.5409787893295288,-0.0025903312489390373,0.23080286383628845,16.841760635375977,-0.010622712783515453,-0.002645917935296893,1.0819127559661865,5.450584411621094,0.8906543254852295,-0.0006318229716271162,-2.150739908218384,-0.8238649368286133,-1.5595988035202026,0.023861972615122795,0.5252108573913574,15.285151481628418,0.008375470526516438,0.003075363812968135,0.19513526558876038,-4.9997100830078125,0.8744609951972961,-0.00016290409257635474,4.426523685455322,0.011417974717915058,-1.5426610708236694,-0.0034669816959649324,1.0452598333358765,17.599687576293945,-0.008160722441971302,0.010295398533344269,-1.9624778032302856,5.529847145080566,0.8732648491859436,0.0025327822659164667,1.5859143733978271,1.9328205585479736,-1.5442081689834595,-0.00954183004796505,5.256208896636963,18.215023040771484
1,09-22-2023_18-50-16-306,1.226406407706476,-0.18713159632502574,0.2552502892639263,-0.0022302197758108377,0.0020897225476801395,0.6374130249023438,0.7705162763595581,0.0005006386782042682,-0.0004833751590922475,-0.0004291712830308825,-0.0017635836265981197,0.0032897572964429855,-0.001478307880461216,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011706866323947906,-0.0007646299782209098,1.644252896308899,-5.660487651824951,0.8744986653327942,0.006838560104370117,0.566590428352356,1.7746161222457886,-1.5409468412399292,-0.003148396499454975,-3.1922874450683594,16.790164947509766,-0.010558812879025936,0.007612006273120642,-0.6230331063270569,5.382326602935791,0.890667200088501,0.0036180783063173294,1.442387580871582,-0.8507707715034485,-1.5595988035202026,-0.004719589836895466,-5.205739498138428,15.298355102539062,0.008439322002232075,-0.0032681284938007593,2.1012420654296875,-4.97237491607666,0.874499499797821,-0.003715361002832651,-0.17612087726593018,0.021951312199234962,-1.5426610708236694,0.013053201138973236,-6.156954765319824,17.548917770385742,-0.00810300000011921,0.007407074328511953,-1.8489896059036255,5.535154342651367,0.8732776045799255,0.013606692664325237,-3.7163496017456055,1.87932550907135,-1.5442242622375488,-0.023049095645546913,-1.5583430528640747,18.228010177612305
2,09-22-2023_18-50-16-372,1.226414264368803,-0.18713092716843882,0.2552488956173291,-0.002240136032924056,0.0020881022792309523,0.637403666973114,0.7705241441726685,-0.00043447641655802727,-0.00043502706103026867,-0.0005935958470217884,-0.006607709918171167,0.0018287226557731628,0.0034794427920132875,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011745214462280273,0.004723421297967434,0.8260824680328369,-5.676797866821289,0.8745050430297852,0.0031437519937753677,-0.8111854791641235,1.7907880544662476,-1.5409308671951294,-0.004156827926635742,3.9127085208892822,16.751455307006836,-0.010546046309173107,-0.01674991473555565,0.6662706136703491,5.329820156097412,0.8906928896903992,0.002669514622539282,4.486879825592041,-0.8077214360237122,-1.5595988035202026,0.004813685081899166,-0.798061192035675,15.351170539855957,0.008477591909468174,-0.00033683402580209076,-0.9693772196769714,-4.977841854095459,0.8745058178901672,-0.004457145929336548,-0.8898951411247253,0.048284657299518585,-1.54261314868927,-0.015843478962779045,-3.586500883102417,17.549007415771484,-0.00810300000011921,-0.00016347604105249047,2.1007518768310547,5.540461540222168,0.873284101486206,-0.00774004403501749,0.0031827702187001705,1.8472285270690918,-1.5441923141479492,0.06208200007677078,-1.2683724164962769,18.29316520690918
3,09-22-2023_18-50-16-435,1.226409594635857,-0.18710848762078713,0.2552479806347858,-0.0022605806589126587,0.0020827630069106817,0.6374043822288513,0.7705233693122864,-0.000393848167732358,-0.00018796077347360551,-0.00019618179067038,-0.002208808669820428,-0.00022672070190310478,0.0008138243574649096,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.01177720446139574,-0.005613386165350676,1.685352087020874,-5.671360969543457,0.8744986653327942,-0.000865790294483304,-2.1422369480133057,1.7422722578048706,-1.540962815284729,-0.0022638493683189154,5.405880451202393,16.777225494384766,-0.010526862926781178,-0.004321254324167967,-2.4742984771728516,5.3245697021484375,0.8907056450843811,0.00039487762842327356,-0.839624285697937,-0.7700532674789429,-1.5595988035202026,0.01395265944302082,2.169053077697754,15.337966918945312,0.008477591909468174,2.2388081561075523e-05,0.04098375514149666,-4.994243144989014,0.8744931221008301,-0.005393590312451124,0.4496608078479767,0.048284657299518585,-1.5426771640777588,-0.042757902294397354,0.2742513418197632,17.548885345458984,-0.00807735975831747,-0.004045811016112566,-0.15501923859119415,5.529847145080566,0.873284101486206,0.0028319533448666334,0.38525912165641785,1.8365294933319092,-1.5442081689834595,-0.027385365217924118,-0.9931562542915344,18.22804069519043
4,09-22-2023_18-50-16-501,1.226288222410987,-0.18707884336606595,0.2549809542161258,-0.002260686131194234,0.0020730863325297832,0.6374027132987976,0.7705247402191162,-0.00016344100004062057,-0.0006503342883661389,-4.026213355246e-05,-0.0008193292887881398,0.0016384836053475738,0.002350788563489914,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011783629655838013,0.0040811169892549515,-1.1485404968261719,-5.644177436828613,0.8745433688163757,-0.0029153868090361357,0.5880385637283325,1.7045377492904663,-1.5409787893295288,0.017393633723258972,-2.6782405376434326,16.815935134887695,-0.010507678613066673,0.0026256046257913113,2.565884828567505,5.3403215408325195,0.8906992673873901,-0.0007042360375635326,1.11387038230896,-0.7539097666740417,-1.5596466064453125,-0.020887896418571472,-1.1552993059158325,15.311468124389648,0.008477591909468174,0.0028110805433243513,-2.1434762477874756,-4.939572334289551,0.8745250105857849,0.008561503142118454,0.146084725856781,0.03248465061187744,-1.5426610708236694,0.01850844919681549,-4.122341156005859,17.548917770385742,-0.008083736523985863,0.0006661923252977431,-0.63907390832901,5.540461540222168,0.873284101486206,-0.006400024984031916,2.1940486431121826,1.8311799764633179,-1.5442081689834595,-0.023804636672139168,2.9397470951080322,18.202003479003906
5,09-22-2023_18-50-16-567,1.2262922421010045,-0.1870724630272751,0.25512170145842256,-0.0022752946242690086,0.0020784717053174973,0.6374020576477051,0.770525336265564,-2.0201783627271652e-05,-0.0003778957761824131,-0.00022499673650600016,-0.004582557361572981,0.0030627408996224403,0.0009183847578242421,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011796412989497185,-0.003897096961736679,-0.09863367676734924,-5.649613857269287,0.874530553817749,-0.001001840690150857,-0.9975727200508118,1.7530535459518433,-1.5409947633743286,-0.01756795309484005,-2.4447975158691406,16.815906524658203,-0.010514096356928349,-0.00024258338089566678,-1.548081636428833,5.329820156097412,0.8907186985015869,0.012035951018333435,-0.17826572060585022,-0.7377662658691406,-1.5596307516098022,-0.0060660624876618385,0.21054323017597198,15.337908744812012,0.008477591909468174,0.008551068603992462,-1.5203173160552979,-4.961440563201904,0.8745121359825134,-0.01950906030833721,1.2426775693893433,0.05881799757480621,-1.5426450967788696,0.04662392660975456,8.718764305114746,17.548948287963867,-0.00807735975831747,-0.009264599531888962,-0.4412635862827301,5.5510759353637695,0.8732776045799255,0.002072924980893731,-1.538495421409607,1.8097820281982422,-1.5442242622375488,-0.03536894917488098,-1.7248648405075073,18.24102783203125
6,09-22-2023_18-50-16-633,1.226311200538086,-0.18707434966117076,0.2551233837454467,-0.002255054423585534,0.0020939179230481386,0.6373912692070007,0.770534098148346,-0.0001404998474754393,-0.0005604599718935788,-0.00032156353699974716,-0.0048259589821100235,0.003931787796318531,0.0032908176071941853,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011809195391833782,-0.009647885337471962,3.2192745208740234,-5.676797866821289,0.8745242357254028,-0.0040613505989313126,2.4722559452056885,1.7207096815109253,-1.5409947633743286,-0.010548447258770466,-3.0582261085510254,16.77716636657715,-0.01052051316946745,-0.0018161401385441422,-1.1950385570526123,5.303566932678223,0.8907314538955688,-0.01228322647511959,-1.578756332397461,-0.7270039319992065,-1.559614658355713,0.010606246069073677,0.440076619386673,15.351144790649414,0.008477591909468174,-0.004385738167911768,2.4372854232788086,-4.966907501220703,0.8745058178901672,-0.01028097327798605,-1.5364186763763428,0.0535513274371624,-1.5426450967788696,-0.043556906282901764,-1.4386495351791382,17.536252975463867,-0.00807735975831747,0.0008209241204895079,0.2146994173526764,5.545768737792969,0.8732904195785522,0.009548905305564404,-0.6653944253921509,1.788383960723877,-1.5442081689834595,0.025796832516789436,-3.4551639556884766,18.241058349609375
7,09-22-2023_18-50-16-708,1.2263252566162381,-0.1870869590310803,0.255338191587171,-0.0022420769091695547,0.0020879716612398624,0.6373944878578186,0.7705315947532654,-0.0003026823396794498,-0.00046851587831042707,-0.000498028879519552,-0.001998912775889039,0.0013811010867357254,0.003904164070263505,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.01182197779417038,-0.004781968891620636,-1.4859976768493652,-5.633303642272949,0.8745242357254028,0.003700051223859191,-1.599379539489746,1.7045377492904663,-1.5409787893295288,-0.011338320560753345,3.356707811355591,16.77719497680664,-0.010501261800527573,0.020002570003271103,0.033463627099990845,5.298316478729248,0.8907507658004761,-0.014039663597941399,0.6085529327392578,-0.7000980973243713,-1.5595988035202026,0.0002480708935763687,3.7612218856811523,15.377577781677246,0.008490349166095257,-0.006085939239710569,2.406959056854248,-4.97237491607666,0.8745376467704773,0.004699792712926865,0.06650617718696594,0.06935133785009384,-1.5426610708236694,-0.03403172269463539,-1.4378348588943481,17.548917770385742,-0.008070915937423706,-0.005364328157156706,-1.0359965562820435,5.529847145080566,0.873284101486206,-0.011864402331411839,0.8969884514808655,1.7669860124588013,-1.5442081689834595,-0.040753915905952454,-2.455491781234741,18.215023040771484
8,09-22-2023_18-50-16-786,1.2263290790527643,-0.18708726380715035,0.25533636087726125,-0.002244683215394616,0.002093140035867691,0.6373900771141052,0.7705352902412415,-0.00016126592527143657,-0.0005770624266006052,-0.00046305739670060575,-0.004349929746240377,0.0018413763027638197,0.0035194437950849533,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011828402988612652,0.010608525015413761,-0.2683068811893463,-5.622430324554443,0.8745433688163757,0.007768948562443256,-0.1957705318927765,1.682975172996521,-1.5410267114639282,0.0012357308296486735,2.76466965675354,16.777109146118164,-0.010501261800527573,-0.0008010496385395527,-1.6158123016357422,5.31406831741333,0.890757143497467,0.00304755219258368,2.4459643363952637,-0.6678110957145691,-1.559614658355713,0.00022610771702602506,-0.22044317424297333,15.351144790649414,0.008503173477947712,0.0020280866883695126,-0.5529251098632812,-4.966907501220703,0.8745376467704773,0.001665569725446403,1.6255000829696655,0.06408466398715973,-1.5426450967788696,-0.018398864194750786,7.266123294830322,17.5616397857666,-0.008064540103077888,0.0014579897979274392,0.746380090713501,5.519233226776123,0.8733031749725342,-0.004478955175727606,2.68339204788208,1.7723355293273926,-1.5442242622375488,0.016190964728593826,-10.385190963745117,18.201974868774414
9,09-22-2023_18-50-16-861,1.2257653328965894,-0.1869185074131957,0.25528659804193793,-0.002239855471998453,0.002090062014758587,0.6373875141143799,0.7705374956130981,0.0001689470955170691,-0.0005034897476434708,-0.00021070051298011094,-0.0010176710784435272,0.0015244603855535388,0.0025454761926084757,-0.5972922107510233,-0.8952848340386276,-3.9434748441656065,-0.5343819950404762,-0.4915538859220496,-0.4844813707065329,-0.4879430930444766,0.011841253377497196,-0.010739816352725029,2.4528164863586426,-5.616993427276611,0.8745689392089844,0.00613294867798686,-0.9835259318351746,1.6560219526290894,-1.5410428047180176,-0.007170128636062145,-0.6994172930717468,16.738340377807617,-0.010526862926781178,0.001461758278310299,2.2506518363952637,5.319318771362305,0.8907507658004761,-0.007363614626228809,0.9014917016029358,-0.657048761844635,-1.559614658355713,0.010226394049823284,-0.40729841589927673,15.390755653381348,0.008496761322021484,0.004080336540937424,-2.8103232383728027,-4.966907501220703,0.8745376467704773,-0.0015395345399156213,0.439739465713501,0.07461800426244736,-1.5426610708236694,-0.019579801708459854,-2.509613275527954,17.586994171142578,-0.008070915937423706,-0.0051963794976472855,-2.1984927654266357,5.513926029205322,0.873284101486206,-0.0022992566227912903,0.7742087841033936,1.7669860124588013,-1.5442242622375488,-0.054395273327827454,-1.9354469776153564,18.228010177612305
